id,hub, authority
9155,0,2.55E-05
9158,0,1.26E-05
9159,0,0.000107363
9164,0,9.87E-06
9165,0,1.29E-05
9166,0,2.85E-05
9168,0,0.000111044
9169,0,0.000125011
9171,0,4.77E-05
9173,0,1.42E-05
9175,0,6.28E-07
9179,0,1.52E-05
9181,0,1.26E-05
9185,0,9.87E-06
9187,0,0.000107363
9188,0,2.78E-07
9190,0,1.26E-05
9192,0,3.25E-06
9193,0.000165284,9.29E-07
9195,0,2.04E-06
9196,0,1.80E-05
9199,0.000152876,0.000122424
9201,0,0.000120232
9203,0,0.000107363
9205,0,0.000117225
9206,0,2.28E-05
9209,0,1.30E-05
9210,0,1.22E-05
9213,0,1.30E-05
9217,0,0.000107363
9219,0,6.89E-06
9221,0,0.00011808
9222,0,0.000109566
9223,0,4.31E-06
9232,0,1.26E-05
9235,4.10E-05,5.26E-08
9236,0,9.40E-06
9237,0.000178039,0.000107601
9239,0,2.20E-05
9240,0,0.000131227
9244,0,6.96E-06
9248,0,6.09E-05
9253,0,0.000107363
9254,0,9.40E-06
9256,0,0.000107363
9257,0,1.26E-05
9259,0,0.000107363
9260,0,3.77E-07
9265,0,1.26E-05
9266,0,2.24E-06
9267,0,0.000107363
9271,0,0.000107363
9275,0,9.40E-06
9277,0,8.72E-07
9278,0,9.77E-06
9282,0,0.000107363
9286,0,0.000141625
9287,0,0.000108224
9289,0,1.26E-05
9290,1.46E-06,0
9294,0,1.71E-05
9295,0,9.40E-06
9297,0,2.10E-05
9298,0,2.28E-05
9301,0,1.26E-05
9303,0,2.76E-06
9307,0,2.29E-05
9309,0,0.000108521
9313,0,0.000107363
9315,0.000711642,0.000125644
9318,0,0.000107363
9319,0,3.40E-07
9320,0,2.16E-05
9321,0,3.94E-07
9322,0.000427581,2.22E-05
9323,7.40E-05,0
9325,0.0002879,1.65E-09
9326,0,9.87E-06
9327,0,0.000117339
9328,0,3.73E-06
9330,0,4.07E-07
9331,0,1.78E-06
9333,0,0.000107363
9334,0,9.87E-06
9336,0,1.29E-05
9339,0,9.91E-06
9340,0,0.000116759
9341,0,1.03E-06
9346,0,0.000107363
9348,0,1.72E-05
9349,0,8.77E-07
9350,0,0.000107363
9351,0.000291784,0.000120627
9352,0,0.000117339
9355,0,0.000108129
9358,0,1.51E-05
9359,0,0.000117339
9360,0,1.74E-07
9361,0,9.98E-06
9363,0,0.000119997
9371,0,1.48E-06
9373,0,0.000117234
9374,0,0.000107363
9375,0,3.13E-05
9380,0,4.51E-07
9382,0,0.000107363
9384,0,1.58E-05
9385,0,0.000130103
9387,0,1.30E-05
9388,0,0.000113151
9390,0,0.000107363
9392,0,1.41E-06
9393,0,0.000107363
9395,0,0.000107363
9396,0,1.29E-05
9402,0,7.82E-06
9405,0,3.40E-07
9417,0,0.000107363
9418,0,0.000107363
9419,0,9.98E-06
9424,0,1.26E-05
9425,0,1.30E-05
9426,0,5.62E-06
9428,0,1.61E-05
9430,0,1.72E-05
9438,0,4.72E-06
9442,0,0.000107363
9447,0,0.000120232
9448,0,3.18E-06
9451,0,0.000107363
9453,0,0.000114626
9456,0,1.56E-05
9457,2.73E-05,0
9458,0,9.54E-06
9459,0,4.06E-06
9463,0,1.96E-07
9464,2.55E-05,0
9467,0,8.22E-07
9470,0,4.37E-06
9472,0,0.000110947
9473,0,0.000107363
9474,0,0.000117278
9477,0,1.30E-05
9480,0,1.71E-05
9481,0,0.000107363
9484,0,0.000117278
9485,0,9.91E-06
9486,0,1.26E-05
9488,4.39E-05,0
9491,0,0.000107363
9492,4.98E-05,4.97E-08
9499,0,2.24E-06
9501,0,9.87E-06
9503,4.25E-05,2.67E-05
9504,0,8.24E-07
9506,0,2.20E-06
9510,0,0.000107363
9516,0,5.87E-08
9522,0,0.000107363
9525,6.01E-05,0
9526,0,0.000116759
9528,0,9.40E-06
9531,0,2.76E-06
9532,0.003268945,6.55E-05
9537,0,1.29E-05
9539,0,1.26E-05
9544,0,0.000117339
9545,0,3.39E-05
9547,0,5.42E-05
9548,0,9.91E-06
9552,0,0.000108272
9553,0.00200581,0.000153535
9555,0,0.000107363
9557,0,9.09E-07
9567,0,2.55E-05
9570,0,3.16E-06
9572,0,0.000109608
9574,0,0.000107543
9577,0,9.91E-06
9578,0,1.29E-05
9579,0,9.87E-06
9587,0,1.04E-05
9588,0,0.000107363
9589,0,0.000107363
9592,0,0.000108402
9593,0,2.69E-07
9596,0,1.95E-05
9598,0.000319466,0.000107739
9600,0,1.26E-05
9601,0,1.26E-05
9602,0,1.21E-06
9603,0,0.000126519
9611,0,4.20E-05
9612,0,0.000107363
9613,2.14E-05,0
9614,0,0.000108549
9616,0,0.000107363
9618,2.55E-05,0
9620,0,1.11E-06
9622,0,0.000116759
9625,0,0.000107363
9629,0,0.000107363
9630,0,1.29E-05
9632,0,2.24E-05
9633,0.002592014,0.000110789
9634,0,9.98E-06
9635,0,0.000117278
9637,0,0.000140174
9638,8.44E-05,0.000115872
9639,0,9.29E-07
9640,0,0.000120404
9641,0,0.000107363
9643,0,0.000107363
9645,0,0.000111425
9649,0,6.95E-06
9650,0,1.04E-06
9653,3.08E-05,0
9654,0,1.26E-05
9655,0,0.000107363
9657,0,8.24E-07
9658,0,2.29E-05
9659,0,0.000107363
9661,0,1.29E-05
9664,0,0.000107363
9666,0,0.0001298
9668,0,2.59E-05
9671,0,0.000107363
9676,0,1.26E-05
9677,0,0.000130347
9678,0,1.76E-07
9682,0,6.66E-07
9688,0,0.000117339
9690,0,1.26E-05
9692,0.000199004,0
9694,0,0.000109566
9698,0,0.000107363
9702,0,0.000107363
9705,0.000364011,0.000154025
9707,0,0.000107363
9710,0,0.000107363
9713,0,9.09E-07
9716,0,0.000110536
9718,0,0.000120232
9720,0,3.13E-06
9721,0,0.000111037
9722,0,0.000113613
9727,0,0.000138072
9729,0,1.04E-06
9730,0.000242193,8.59E-07
9735,1.52E-05,0
9736,0,9.98E-06
9737,0,0.000107363
9741,3.27E-05,0
9742,0,2.77E-06
9744,0,8.32E-07
9747,0,0.000108195
9748,0,0.000121424
9749,0,2.24E-06
9750,0,1.78E-05
9752,0,0.000125856
9754,0,0.000107363
9756,0,1.30E-05
9757,0,0.000107363
9761,0,0.000109089
9764,0,0.000107363
9766,0,0.000108576
9768,0,1.29E-05
9769,0,2.71E-05
9770,0,0.000107363
9777,0.00071442,1.85E-05
9779,0,0.000107363
9780,0,0.000145136
9781,1.96E-05,0
9782,0.000101354,0
9783,0,3.13E-05
9784,0,5.62E-06
9787,0,1.22E-05
9791,0,2.57E-05
9792,0,1.05E-07
9794,0,1.29E-05
9798,0,1.30E-05
9799,0,3.82E-05
9803,0,2.24E-05
9805,0,0.000107363
9806,0,1.26E-05
9812,0,3.92E-05
9813,0,9.87E-06
9814,0,1.09E-05
9815,9.27E-96,0
9817,0,9.98E-06
9819,0,9.63E-07
9820,0,9.40E-06
9823,0,9.40E-06
9826,0,1.78E-05
9834,0.001374064,0.000108283
9835,0,0.000107363
9836,0,0.000107363
9837,0,1.95E-06
9839,0,0.000119997
9841,0,0.000107363
9847,2.39E-06,1.77E-06
9848,0,0.000110128
9850,0,0.000107363
9851,0,3.01E-07
9852,0,2.41E-06
9862,0,2.41E-06
9869,0,2.20E-06
9871,0,9.98E-06
9874,0,1.30E-05
9880,0,9.87E-06
9882,0,2.61E-06
9883,0,9.91E-06
9887,0.000398019,0.000107412
9888,0,9.98E-06
9889,0,1.96E-05
9891,0,2.41E-06
9893,0,5.42E-06
9902,0,1.01E-05
9906,0.000201576,4.08E-06
9907,0,5.08E-05
9909,0,9.40E-06
9911,0,9.87E-06
9915,0,1.66E-06
9919,0,1.98E-05
9920,0.000193656,0.000107406
9921,0,3.56E-05
9922,0,0.000156635
9923,0,0.000107363
9925,0,1.29E-05
9927,0,3.98E-07
9928,0,0.000107363
9931,0,4.31E-06
9936,0,0.000130815
9940,0,0.000111425
9941,0,4.31E-06
9942,0,0.000107363
9947,0,1.26E-05
9950,0,6.30E-07
9954,0,1.64E-05
9955,0,0.000113582
9958,0,0.000119997
9959,0,9.42E-07
9961,0,1.26E-05
9962,0,0.000107363
9963,0,9.98E-06
9964,0,0.000120404
9968,0,8.24E-07
9970,0,1.29E-05
9972,0,0.000107715
9975,0,0.000107363
9976,0,1.33E-06
9977,0,1.33E-06
9980,0,1.29E-05
9983,0,9.98E-06
9984,0,0.000108199
9985,0,5.62E-06
9987,0,9.98E-06
9993,0,0.000107363
9995,0.000301838,0.000199545
9999,0,0.000107363
10000,0,0.000119997
10001,0.010656158,0.00018517
10002,0,0.000122858
10005,0,9.87E-06
10007,0,0.000111851
10009,0,2.41E-06
10012,0,0.000157265
10015,0,0.000120232
10016,0.000269792,4.13E-07
10018,0,8.24E-07
10020,0,3.12E-05
10025,0,0.000107363
10032,0,9.40E-06
10034,0,0.000116759
10037,0,1.36E-07
10039,0,9.09E-07
10043,0,3.55E-05
10044,0,0.000107363
10048,0,2.24E-06
10050,0,3.84E-05
10055,0,2.41E-06
10056,0,2.20E-06
10057,0,0.000135562
10060,0,0.000157358
10063,0,7.26E-06
10064,0,3.30E-05
10067,0.000586654,0.000109912
10069,0,9.98E-06
10071,0,0.000172454
10072,0,1.71E-05
10076,0,9.63E-07
10078,0,0.000107363
10080,0.006588062,0.00014054
10081,0,6.30E-07
10084,7.40E-05,0
10085,0,0.000107363
10087,0,1.37E-05
10089,0,0.000107363
10091,0,1.92E-05
10093,0,3.57E-05
10095,0,9.40E-06
10101,0,0.00012924
10102,0,0.000117387
10103,0,9.40E-06
10104,0,6.96E-06
10106,0,1.29E-05
10107,0,0.000107363
10109,0,0.000119171
10110,0,0.000108538
10111,0,0.000107363
10112,0,5.88E-06
10114,0,1.72E-05
10117,0,0.000120713
10118,0,1.14E-05
10120,0,9.98E-06
10121,0,1.30E-05
10123,0,2.55E-06
10124,0,0.000117339
10125,0,1.54E-05
10127,0,0.000107363
10128,0,1.12E-05
10132,0,5.18E-06
10133,0,9.09E-07
10135,0,0.000107363
10137,0,9.40E-06
10138,0,9.91E-06
10142,0,1.36E-05
10144,0,0.000107363
10145,0,1.26E-05
10146,0,1.95E-06
10147,0,2.25E-05
10152,0,6.13E-06
10154,0.000189926,0.000130673
10158,0,9.91E-06
10159,0,9.40E-06
10164,0,3.12E-06
10165,0,3.84E-06
10166,0,1.30E-05
10168,0,0.000116759
10170,0,9.40E-06
10175,0,0.000107363
10176,0,1.83E-05
10178,0,0.000107363
10179,0,0.000107363
10184,0,1.52E-06
10187,0,0.000107363
10190,4.56E-05,0
10192,0,1.29E-05
10193,0,2.00E-05
10196,0,0.000107363
10199,0,9.40E-06
10204,0,5.23E-05
10206,0,0.000107363
10207,0,0.000107363
10214,0,2.50E-06
10215,0,9.91E-06
10216,0,9.98E-06
10218,0,9.91E-06
10219,0,1.07E-05
10220,0,2.58E-05
10223,0,9.91E-06
10224,0,0.000107715
10227,0,0.000136055
10230,0,9.63E-07
10232,0,9.91E-06
10236,0,9.09E-07
10241,0,0.000138174
10242,0,3.07E-06
10243,0,0.000126735
10252,0,0.000120886
10260,0,1.16E-05
10265,0,9.40E-06
10266,0,9.91E-06
10267,0.00036236,1.84E-05
10268,6.01E-05,0
10269,0,9.98E-06
10270,0,1.29E-05
10271,0,0.000108642
10272,8.02E-08,0.000120392
10276,0,9.40E-06
10277,0,0.000107363
10279,0,1.30E-05
10281,0,0.000141593
10286,0,1.29E-05
10288,0,1.22E-05
10289,0,0.000140615
10290,0,9.40E-06
10295,0,4.13E-05
10297,0,1.09E-05
10299,0,2.92E-07
10300,0,2.25E-05
10305,0,3.18E-06
10308,0,1.30E-05
10309,0,1.30E-05
10311,0,0.000107363
10317,0,2.61E-06
10319,0,0.000107363
10320,0,0.000108402
10324,0,0.000107363
10326,7.40E-05,0
10328,0,2.04E-07
10329,0,0.0001371
10331,0,3.40E-05
10332,0,0.000133894
10333,0,9.91E-06
10335,0,1.83E-05
10336,0,0.000107363
10337,0,9.98E-06
10338,0,0.000119997
10339,0,3.44E-07
10340,0,1.72E-05
10342,0,2.01E-05
10343,0,0.000107363
10345,0,0.000107363
10347,0,0.000141141
10348,0,2.71E-06
10349,0,0.000126735
10351,0,9.91E-06
10352,0.000816682,0.000149525
10353,0,0.000107363
10356,0,7.07E-06
10361,0,3.93E-06
10362,0,1.26E-05
10365,0,0.000107363
10366,0,9.91E-06
10367,0,5.62E-06
10369,0,7.33E-07
10371,1.73E-05,0
10372,0,0.000107363
10373,0,9.91E-06
10374,0,2.76E-06
10379,7.88E-05,0
10386,0,2.88E-88
10392,0,1.30E-05
10397,0,5.72E-05
10402,0,0.000130147
10403,0.002762127,0.000183297
10404,0,0.000107363
10410,0.000171344,1.59E-05
10415,0,0.000107363
10416,0,0.00013453
10417,0,0.000107363
10422,0,9.07E-07
10427,0,0.000107363
10431,0,0.000109976
10434,0,7.80E-07
10435,0,0.000116759
10438,0,1.89E-05
10440,0,2.25E-05
10441,0,1.29E-05
10444,0,0.000123469
10446,0,0.000107363
10448,0,7.98E-07
10450,0,9.91E-06
10451,0,0.000124704
10455,0,9.91E-06
10456,0,0.000123017
10459,0,0.000107363
10460,0,1.26E-05
10462,0,2.28E-05
10464,0,2.00E-05
10468,0,4.11E-06
10471,0,1.26E-05
10472,0,0.000107363
10475,0,1.29E-05
10485,0,1.29E-05
10487,0,4.15E-05
10488,0,1.29E-05
10489,7.31E-05,6.75E-08
10494,0,0.000119583
10495,0,9.91E-06
10496,0,0.000120232
10497,0,0.000117339
10501,0,0.000111674
10503,0,1.42E-05
10506,0,0.000139403
10507,0,1.30E-05
10508,0,1.26E-05
10509,0,0.000107363
10510,0,0.000117339
10512,0,9.98E-06
10513,0,5.94E-06
10514,0,2.76E-06
10515,0,1.20E-05
10517,0,0.000110128
10518,0,4.95E-06
10519,0,0.000107363
10521,0.000258031,0.000112544
10525,0,9.87E-06
10526,0,0.000107363
10527,0,1.29E-05
10528,0,0.00013795
10529,0,1.26E-05
10531,0,5.21E-05
10532,0.000488505,0.000128039
10533,0,9.98E-06
10534,7.98E-05,7.76E-08
10535,0,0.000107363
10536,0,9.98E-06
10543,0,9.91E-06
10544,0,0.000107363
10545,0,1.30E-05
10546,0,1.55E-05
10550,0,0.000107363
10555,0,1.59E-07
10557,0,0.000126942
10559,0,5.75E-05
10560,0,1.26E-05
10561,0,9.98E-06
10567,0,0.000107363
10568,0.003198799,0.00023168
10570,0,0.000122816
10572,0,1.38E-08
10574,0,0.000116759
10578,0,0.000107363
10581,0,0.000107363
10585,0,9.98E-06
10586,0,0.000107363
10587,0,2.57E-05
10588,0,0.000107363
10591,0,9.87E-06
10592,0,0.000108905
10593,0,1.04E-05
10595,0,0.00011873
10596,0,5.40E-06
10597,0,1.30E-05
10608,0,8.67E-07
10609,0,0.000111714
10622,1.58E-88,0
10623,0,1.44E-05
10625,0,0.000107363
10627,0,1.71E-05
10628,0.000114364,0
10629,2.41E-05,0
10631,0,0.00011521
10634,0,0.000107363
10636,0.00051205,1.08E-05
10637,0,0.000107363
10638,0,0.000109156
10646,0,1.19E-06
10647,0,0.000107363
10651,0,0.000107363
10654,2.60E-05,9.01E-06
10655,0,1.26E-05
10656,0,1.55E-05
10657,0,0.000107363
10660,0,0.000123126
10662,0,8.24E-07
10663,0.000541989,3.35E-05
10665,0,9.40E-06
10666,0,1.70E-05
10667,0,1.80E-07
10673,0,1.72E-05
10675,0,9.40E-06
10676,0,0.000107363
10677,0,0.000126683
10678,0,1.29E-05
10680,3.27E-05,0
10683,0,0.000107363
10685,0,0.000118301
10687,0,2.59E-05
10689,0,0.000109928
10690,0,9.91E-06
10692,0,0.000135915
10693,0,1.13E-05
10695,0,4.20E-05
10698,0,9.91E-06
10700,0,9.87E-06
10706,8.39E-05,1.78E-05
10707,0,0.000133101
10712,0.00070453,0.00014809
10713,0,9.91E-06
10715,0.000266046,0.000142765
10716,0,0.000107363
10717,0,2.55E-05
10718,0,9.91E-06
10719,0,1.15E-05
10721,0,9.91E-06
10733,0,9.87E-06
10736,0,1.26E-05
10737,0.001266716,0.000109171
10738,0,1.72E-06
10740,0,1.59E-06
10743,0,3.81E-05
10744,0.000313295,2.77E-05
10746,0,1.48E-06
10747,0,0.000107363
10748,0,2.66E-05
10754,0,3.85E-05
10756,0,1.29E-05
10757,0,0.000123408
10759,0,0.000107363
10761,0,0.000110193
10765,0,1.30E-05
10770,0,3.07E-06
10772,0,1.29E-05
10775,0,3.85E-05
10776,0,1.30E-05
10780,0,1.71E-05
10781,0,0.000132199
10784,0,0.00012049
10785,0,1.72E-05
10792,0,3.98E-06
10793,2.03E-05,5.18E-06
10794,0,2.08E-05
10797,0,0.000107363
10799,0.000205649,1.10E-06
10802,0,0.000107363
10803,0.000186475,1.51E-08
10805,0,3.43E-05
10806,0,1.26E-05
10809,0,1.29E-05
10815,0,0.000107363
10818,0,3.19E-05
10821,0,0.000124534
10822,0,0.000107363
10827,0,0.00015189
10828,0,0.000119997
10830,0.005800608,0.000126492
10831,0,9.87E-06
10832,3.74E-05,0
10833,3.79E-06,5.18E-06
10835,0,9.98E-06
10840,0.002368544,0.000169638
10841,0,0.000162332
10843,0,0.000107363
10845,0,1.29E-05
10846,0,0.000113493
10847,8.71E-05,2.07E-05
10849,0,0.000122972
10850,0,0.000173014
10851,0,6.14E-08
10853,0,9.91E-06
10854,0,0.000107363
10856,0,0.000184444
10859,0.000266723,1.41E-07
10861,0,9.91E-06
10868,0,0.000107363
10870,7.40E-05,0
10871,0,1.91E-05
10872,0,0.000152413
10875,0,1.71E-05
10876,0.000711036,0.000125425
10877,0,0.000107363
10882,0,1.54E-05
10883,1.52E-05,9.87E-06
10886,0,0.000112544
10889,0,9.40E-06
10891,0,2.80E-06
10893,0,0.000107363
10896,0,0.000149712
10898,0,6.13E-06
10899,0,0.000107363
10900,0,2.27E-06
10903,0,1.31E-06
10904,0,1.29E-05
10905,0,0.000114586
10907,0,0.000107363
10908,0,0.000107363
10909,0,9.91E-06
10911,0,0.000122631
10914,0,8.98E-06
10916,0,2.45E-05
10917,0,2.41E-06
10919,0,0.000122507
10920,0,0.000107363
10921,0,0.000109976
10922,0,2.35E-05
10924,0,0.000110909
10925,0,9.91E-06
10927,0,0.000126674
10934,0,1.58E-05
10936,0,0.000135656
10937,0,0.000128192
10938,0,0.000107363
10939,0,4.09E-06
10940,0,2.24E-05
10944,0,1.33E-06
10947,0,9.47E-06
10948,0,9.87E-06
10951,0,7.60E-07
10952,0,2.96E-05
10953,0,0.000107363
10954,0,0.000107363
10958,0,9.09E-07
10959,0,1.31E-06
10960,0,3.31E-07
10963,0,9.87E-06
10965,0,0.000107363
10966,0,0.00013377
10968,0,0.000117278
10969,0,9.40E-06
10972,0,1.29E-05
10973,0,1.74E-06
10974,0,0.000107363
10976,4.51E-05,0
10978,0,1.29E-05
10979,0,2.32E-05
10982,0,0.000109775
10983,0,9.91E-06
10984,0,8.32E-07
10987,0,2.41E-06
10989,0,2.63E-05
10991,0,3.87E-06
10994,0,0.000116657
10999,0,2.53E-05
11000,0,4.31E-06
11001,0,1.26E-05
11002,0,1.30E-05
11003,0,4.84E-05
11004,0,2.24E-06
11006,0,0.000107363
11009,0,9.91E-06
11010,0.001116909,0.000114654
11013,0,1.19E-06
11015,0,0.000107363
11017,0,0.000107363
11018,0.00054916,2.03E-06
11019,0,0.000130103
11021,0,0.000107363
11025,0,9.91E-06
11027,0,0.000138684
11028,0,1.85E-05
11029,0,0.000117278
11032,0.000457235,3.33E-05
11037,4.29E-05,4.06E-06
11038,0.000582534,2.23E-05
11039,0,1.71E-05
11042,0.00013878,0
11044,0,0.000140064
11046,0,0.000143465
11047,0,1.24E-05
11051,0.008406632,0.000145123
11053,0,1.12E-05
11055,0,0.000116759
11056,0,1.26E-05
11058,0,1.72E-06
11060,6.36E-05,7.33E-08
11064,0,0.000107363
11067,0,0.000107363
11070,0,2.05E-05
11071,0,1.04E-06
11076,0,0.000113874
11077,0,0.000133273
11081,0.00235246,0.000231348
11082,0,0.000107363
11083,0.000450444,0.000150549
11086,0,2.76E-06
11088,0,1.30E-05
11092,0,0.000107363
11096,3.33E-05,1.27E-05
11099,0,7.92E-07
11100,5.12E-05,2.63E-05
11101,0,3.03E-05
11102,0,2.59E-05
11105,0.000975851,0.000135744
11106,0,0.000115185
11107,0,6.13E-06
11108,0,7.82E-06
11112,0,0.000141301
11114,0.000153856,2.19E-05
11115,0.000189416,0
11116,0,0.00011835
11117,0,0.000107363
11118,0,5.82E-07
11119,0,0.000119864
11121,0,1.26E-05
11124,0.0017405,6.05E-05
11125,0,0.000107363
11127,0,1.12E-05
11128,0,9.98E-06
11132,0,9.37E-07
11133,0,2.59E-05
11135,0,0.000131918
11136,0,1.08E-05
11137,0,1.29E-05
11141,0,3.00E-05
11142,0,0.000107363
11143,0,0.000107363
11144,7.40E-05,0
11148,0,0.000125797
11149,0,6.13E-06
11150,0,9.30E-06
11151,0,2.82E-05
11153,0,9.40E-06
11156,0,9.27E-06
11161,0,0.000107363
11162,0,0.000107363
11163,0,1.80E-07
11164,0,0.000129394
11167,0,3.35E-05
11170,6.15E-96,1.38E-08
11174,0,0.000124576
11175,0,0.000107363
11177,0,1.29E-05
11179,0,1.30E-05
11180,7.40E-05,0
11181,0,2.03E-06
11183,0,0.000107363
11187,0,0.000107363
11189,0,1.43E-05
11190,0,9.91E-06
11191,0,0.00011276
11193,0,0.000118552
11198,0,7.82E-06
11199,5.42E-05,0
11202,0,0.000109202
11205,0,0.000117278
11206,0,1.12E-05
11211,0,0.000107363
11212,0.000106616,1.30E-05
11213,0,0.000107363
11215,0,0.000107363
11216,0,7.43E-07
11224,0,1.72E-05
11225,0,0.000117278
11226,0,9.98E-06
11227,0,0.000120505
11229,0,0.000117234
11230,0,0.000112541
11231,0,9.98E-06
11238,0,2.93E-07
11242,0.001380992,0.000145335
11246,0,1.30E-05
11247,7.28E-96,7.68E-95
11251,7.50E-05,0.000129817
11252,0,0.000107363
11255,0,9.01E-06
11257,0,0.000107363
11259,0,5.51E-07
11260,0,9.40E-06
11262,0,1.50E-06
11266,0,9.91E-06
11267,0,1.62E-06
11271,0,0.000136254
11273,0.001012493,0.00010922
11275,0,9.91E-06
11277,0,2.25E-05
11279,0,0.000132107
11283,0,0.000127237
11285,0,0.000107363
11287,0,1.32E-05
11288,0,9.40E-06
11290,0,2.77E-05
11291,0,1.37E-06
11293,0,9.91E-06
11296,0,3.55E-05
11300,0,1.03E-05
11301,0,1.94E-05
11302,0,0.000107363
11304,8.91E-07,0
11305,0,1.55E-05
11306,0,0.000110639
11311,0,0.000107363
11316,0,9.98E-06
11319,0.000105795,6.63E-05
11320,0,0.00015539
11323,0,7.98E-07
11324,0,0.000107363
11325,0,0.000120232
11326,0,1.04E-06
11328,0,0.000108028
11329,0,4.64E-08
11330,4.87E-05,1.95E-06
11332,1.84E-06,1.46E-05
11335,0,1.26E-05
11337,0,1.97E-05
11340,0,0.000107363
11344,0,2.07E-05
11345,0,9.01E-06
11346,0.000322239,0.000142274
11349,0.000183746,0.000113757
11350,0,0.000107363
11352,0,1.30E-05
11353,0,2.59E-05
11354,0,0.000107363
11355,0,1.80E-05
11357,0,3.97E-07
11358,0,1.29E-05
11360,0,0.000113493
11365,0,2.82E-05
11371,0,9.63E-07
11375,0,1.29E-05
11376,0,2.41E-06
11377,0,1.58E-05
11378,0,7.82E-06
11379,0,6.86E-06
11385,0,0.000125129
11386,0,4.06E-05
11387,0,9.98E-06
11388,0,1.26E-05
11391,0,2.24E-06
11395,0,9.91E-06
11397,0,1.35E-05
11399,0,0.000107363
11401,0,0.000116759
11404,1.08E-06,0
11406,0,1.62E-05
11409,0,2.24E-06
11410,0,2.33E-05
11414,0,1.58E-05
11415,0,0.000117261
11416,0,0.000119627
11417,0,0.000126534
11421,0,0.000117339
11423,0,2.76E-06
11424,0,0.000107363
11425,0,0.000119117
11430,0,8.68E-06
11432,0,4.91E-06
11434,0,0.000107363
11436,0.000186659,0.000113542
11437,0,6.95E-06
11438,0,0.000107363
11439,0,1.04E-06
11442,0,0.000108549
11444,0,0.000107363
11445,0,1.30E-05
11447,0,1.02E-05
11448,0,2.34E-05
11449,0,9.63E-07
11452,0,1.95E-05
11455,0,1.29E-05
11456,0,5.02E-07
11457,0,0.000107363
11463,0,0.000113493
11466,0,8.24E-06
11467,0,1.68E-05
11468,0,1.86E-05
11469,0,4.09E-06
11472,0,2.20E-06
11479,0,2.79E-05
11480,0,1.30E-05
11482,0,0.000107363
11488,0,9.91E-06
11489,0,1.17E-06
11496,0,0.000117339
11497,0,1.37E-07
11498,0,1.30E-05
11499,0,0.000117278
11502,0,1.26E-05
11505,0.00016499,1.51E-05
11509,0,0.000107363
11510,0,0.000107363
11511,0,3.37E-05
11513,0.000848819,0.000119179
11514,0,0.00011882
11516,0,0.000107363
11522,1.48E-05,0.000107363
11524,0,0.000107363
11525,0,1.26E-05
11526,0,0.000107363
11534,0.00209166,0.000116736
11536,0,0.000107641
11538,0,9.91E-06
11540,0,2.24E-06
11542,0,1.07E-05
11543,0,3.07E-05
11544,0,0.00013025
11548,0,3.30E-05
11551,0,1.29E-05
11553,0,4.83E-05
11554,0,9.87E-06
11555,0,0.000108868
11556,0,9.40E-06
11557,0,0.000107363
11558,0,9.40E-06
11561,0,1.94E-05
11562,0,9.40E-06
11563,0,6.13E-06
11564,0,2.32E-06
11569,7.40E-05,0
11573,0.00335294,0.000117255
11576,0,0.000107865
11579,0,0.000107363
11580,0,0.000128226
11584,0,0.000134322
11585,0,0.000107363
11586,0,3.69E-06
11588,0,0.000122617
11591,0,0.000117339
11593,0,3.12E-06
11596,0,1.26E-05
11599,0,4.09E-06
11607,0,3.52E-07
11608,0,0.000107363
11619,0,1.33E-05
11621,0,0.000107363
11622,0,1.30E-05
11626,8.93E-05,1.30E-05
11627,0,2.20E-05
11629,0,1.08E-05
11630,8.02E-05,1.53E-05
11631,0,1.30E-05
11634,0,0.000107363
11635,0,1.30E-05
11640,0,9.91E-06
11642,0,0.000117339
11645,0,9.82E-06
11647,0,1.49E-06
11648,0.00099675,0.000231487
11651,0.000402222,7.90E-06
11652,0,1.59E-05
11653,0,9.40E-06
11654,0,0.000113493
11655,0,1.01E-05
11658,6.86E-05,1.00E-07
11659,0,0.000107363
11661,4.56E-05,3.44E-05
11664,0,6.34E-08
11666,0,8.72E-07
11668,0,3.43E-05
11670,0,0.000113493
11672,0,1.92E-05
11674,0,1.30E-05
11675,0,2.32E-05
11676,0,1.05E-05
11678,7.40E-05,0
11683,0,9.09E-07
11684,0,0.000107363
11686,0.000199076,9.15E-07
11688,0.000516393,3.44E-05
11689,0,4.91E-06
11692,0,9.91E-06
11693,0,4.43E-06
11694,0.000112665,0.000107707
11695,0.000562464,0.000172221
11696,0,0.000120232
11699,0,0.000123039
11700,0,0.000107363
11703,0,0.000107363
11704,0,1.44E-06
11705,0.000549039,1.27E-05
11708,0,7.82E-06
11709,0,0.000107363
11710,0,1.31E-05
11712,0.00016085,2.77E-05
11715,0,2.24E-06
11717,0,0.000120232
11720,0,9.91E-06
11723,0,4.07E-05
11726,0,5.62E-06
11728,0,3.12E-06
11730,0,4.77E-06
11731,0,7.82E-06
11732,0,9.91E-06
11733,0,1.98E-05
11734,0,9.40E-06
11737,0,0.000107363
11738,0,0.000107363
11742,0,0.000107363
11743,0,3.12E-06
11744,0,1.93E-05
11745,0,0.000130208
11746,0,9.98E-06
11747,0,9.87E-06
11752,0,6.07E-06
11753,0,0.000110585
11754,0,0.000107363
11755,0,3.12E-06
11763,0,2.41E-05
11764,0,2.40E-07
11765,0,1.29E-05
11766,7.40E-05,0
11767,0,1.71E-05
11768,0,1.04E-06
11769,0,1.86E-05
11771,0,0.000123452
